x1,x2,x3
111.1887147746882,224.995200832803,162.01809916623043
117.09520747052775,236.96736418188897,170.62179853120844
123.30325642476252,249.5507668857598,179.6647601661098
129.8282576061442,262.7766157980095,189.1694106264884
136.68639302532287,276.6777110395889,199.15932145673167
143.8946708662524,291.2885273431446,209.65926764751848
151.470967666507,306.6452995503965,220.69528907782515
159.43407265111532,322.78611247458826,232.29475509385642
167.803734329861,339.75099535086935,244.48643238505625
176.60070947360998,357.58202110884537,257.3005563255316
185.84681459112724,376.3234107134933,270.7689059578163
195.56498003404394,396.02164283320684,284.92488280493376
205.77930686415675,416.72556910694954,299.8035937062139
216.5151266240897,438.48653529637653,315.441937882296
227.79906415954977,461.3585086233847,331.8786984452395
239.65910364897582,485.39821160888647,349.1546385806881
252.12465800433404,510.665262744729,367.31260264061814
265.2266418151746,537.2223243476245,386.39762239738235
278.99754801685043,565.1352579617699,406.45702872255833
293.47152847303505,594.473287695554,427.5405689675664
308.68447867238496,625.3091718974285,449.7005303371596
324.67412674939413,657.7193835966987,472.9918695617536
341.48012705021216,691.7843001567253,497.4723491901831
359.14415847546945,727.588402610882,523.2026808408913
377.71002784400025,765.2204851756176,550.2466757668154
397.2237785338052,804.7738754602179,578.6714031073697
417.73380466968325,846.3466659193875,608.5473562199898
439.2909711407181,890.0419571226528,639.9486275037435
461.948739745264,935.9681134438971,672.9530921485679
485.76330177626824,984.2390318051356,707.642601265832
510.79371737574445,1034.9744241410172,744.1031848791905
537.1020620039947,1088.3001142845635,782.4252652791437
564.7535803868244,1144.3483500104244,822.703881270425
593.8168483225395,1203.2581310095145,865.0389238683496
624.3639427500076,1265.1755536084124,909.5353840286499
656.4706204995512,1330.254173088422,956.3036130251706
690.216506169977,1398.6553845028536,1005.4595961211581
725.685289597675,1470.5488229369453,1057.1252402128507
762.9649334075116,1546.1127842030762,1111.428676158725
802.1478911602435,1625.5346670145916,1168.5045765441773
843.3313366374578,1709.0114377348339,1228.494489669694
886.617404832665,1796.7501188539566,1291.5471905908053
932.1134452462044,1888.9683024049457,1357.8190500803973
979.9322881121311,1985.8946895921176,1427.474422428416
1030.1925242173306,2087.769657970377,1500.6860530406984
1083.0187990068107,2194.8458575818386,1577.6355068477856
1138.5421217045516,2307.388837528228,1658.5136185861631
1196.9001902165376,2425.677704532971,1743.5209660686355
1258.2377326217265,2550.005815126194,1832.8683676175374
1322.706866097856,2680.6815031692713,1926.777404894424
1390.4674741722245,2818.0288445231618,2025.4809724228526
1461.68760323303,2962.3884607569285,2129.223855167077
1536.5438792846082,3114.118363889634,2238.2633355990497
1615.2219459801358,3273.5948442605704,2352.869831759253
1697.9169250181073,3441.2134037297456,2473.327567893765
1784.8339000443796,3617.389736522966,2599.935279330721
1876.188425259855,3802.560760154005,2733.006953344285
1972.2070599951571,3997.1856989805583,2872.872607843456
2073.1279305780363,4201.74722308119,3019.879109816878
2179.2013208869444,4416.752645277701,3174.3910355633802
2290.6902930553506,4642.73517927153,3336.7915748416267
2407.8713398661444,4880.255262014355,3507.4834811811766
2531.035070454061,5129.901943592408,3686.8900707117105
2660.4869310166837,5392.294348071378,3875.4562719875325
2796.547962321371,5668.083208924829,4073.6497294109145
2939.555595886743,5957.9524828539825,4281.961962990762
3089.8644908132446,6262.621046001149,4500.909587312824
3247.847413338135,6582.84447676341,4731.035592744473
3413.8961612961975,6919.416929627935,4972.910692051459
3588.4225357788323,7273.173104676054,5227.134735766242
3771.859362401251,7644.99031764044,5494.338199818025
3964.6615647105164,8035.790675649169,5775.183749113807
4167.307292396473,8446.543364052488,6070.36788094813
4380.299107103548,8878.26705000363,6380.622652317197
4604.16522878422,9332.032408754556,6706.71749542109
4839.46084568513,9808.964778931851,7049.461125856532
5086.769491214589,10310.246953377853,7409.703548232528
5346.704491106118,10837.122112478288,7788.338164182802
5619.910484466997,11390.896907251114,8186.3039880029
5907.065022484012,11972.944699842576,8604.58797540676
6208.8802487511975,12584.708969466967,9044.227471178043
6526.104665386797,13227.706892236776,9506.312781786435
6859.524989319398,13903.533103761254,9991.989879348972
7209.968103346848,14613.863653844603,10502.463243642249
7578.303106806569,15360.46016309147,11038.998849213693
7965.443470942949,16145.174191728143,11602.927304999934
8372.349304317097,16969.951831474096,12195.64715423855
8800.029733877222,17836.83853185175,12818.628342856942
9249.545407594655,18747.984172903725,13473.415864939978
9722.01112487207,19705.648396897872,14161.633594317153
10218.598601247324,20712.206212242778,14884.988311771604
10740.539374249376,21770.15388351143,15645.273937858472
11289.12785761282,22882.115122180316,16444.375981830006
11865.724551425476,24050.847593436974,17284.276217700728
12471.759416170205,25279.249755192945,18167.057599049345
13108.735419028626,26570.368046262778,19094.90942474609
13778.232261241477,27927.404441535964,20070.1327684165
14481.910295769581,29353.72439287838,21095.146185106736
15221.51464497114,30852.86517545694,22172.491709302958
15998.879528507252,32428.544660186188,23304.841159179858
16815.93281220885,34084.67053405255,24495.0027627129
17674.700789186223,35825.349991182695,25745.928122087014
18577.313205038354,37654.89991868986,27060.719533673513
19526.008539624498,39577.8576025589,28442.637681728756
20523.139558496903,41598.991980121034,29895.109724894966
21571.179147762155,43723.31546702396,31421.73779555773
22672.726446841643,45956.096388028636,33026.30793313855
23830.513294340402,48302.872042460935,34712.79947347713
25047.411003010104,50769.46243672048,36485.3949175889
26326.437480608038,53361.984717903455,38348.49030427256
27670.764714311965,56086.86834433458,40306.70611229145
29083.726637252046,58950.87103063143,42364.89871916637
30568.82739666895,61961.09550684464,44528.17244499755
32129.750044203156,65125.007133236824,46801.89221118461
33770.36566986741,68450.4524143849,49191.69684543789
35494.74300235448,71945.67845852069,51703.513066077874
37307.15849948917,75619.35343036913,54343.5701803037
39212.106953848786,79480.58804820699,57118.41553288226
41214.312639854026,83538.95817845501,60034.9307435711
43318.74102997513,87804.52858383798,63100.34877354347
45530.61110910951,92287.87788400815,66322.2718631406
47855.40831767045,97000.12479053454,69708.69038543681
50298.89815548582,101952.9556813207,73268.00266237413
52867.14048024447,107158.6535828359,77009.03579261061
55566.50453595048,112630.12863203512,80941.06754273557
58403.684748655825,118380.95009351408,85073.84935614158
61385.717328644896,124425.38001130147,89417.63053661569
64519.99772024432,130778.40857874503,93983.18366662491
67814.29894253367,137455.79131420876,98781.83132333355
71276.79086644195,144474.0881347771,103825.47415860785
74916.06047603718,151850.70442486892,109126.6204126468
78741.13316425706,159603.9342016115,114698.4169344326
82761.4951158941,167753.00548402453,120554.68178593167
86987.11683334514,176318.1279785302,126709.93851090474
91428.47786346909,185320.54319904896,133179.45215331248
96096.59278687558,194782.57714597904,139979.26711464257
101003.03853409787,204727.6956747041,147126.2469440445
106159.98309639421,215180.56269094217,154638.1161599514
111580.2157023807,226167.1013172611,162533.50420690645
117277.17853533322,237714.55818245318,170831.99165660774
123265.00006981802,249851.57099320667,179554.15876774912
129558.53011032527,262608.2395556525,188721.63652508604
136173.37661880173,276016.20042291883,198357.16028430345
143125.94442241496,290108.7053538205,208484.62615572466
150433.47589754406,304920.70377726,219129.15026669335
158114.09373089334,320488.9294668525,230317.13104959912
166186.8458637771,336851.9916407284,242076.31471002082
174671.75273103628,354050.47071243904,254435.8640373495
183589.85691174088,372127.01893043116,267426.43072854046
192963.27531481071,391126.4661556731,281080.2314043579
202815.2540289758,411095.931039763,295431.1275066327
213170.22597310375,432084.93787924084,310514.70927467814
224053.87148986786,454145.5394359022,326368.3840091254
235493.18203302688,477332.446027709,343031.4688420737
247516.52710626263,501703.1612104433,360545.2882436239
260153.72461958235,527318.1243865928,378953.2765066139
273436.1148377711,554240.8606951416,398301.08546371566
287396.6381042854,582538.1385539889,418636.6977040347
302069.91653334396,612280.1352457054,440010.5455699875
317492.3398728118,643540.6109572765,462475.63622957066
333702.15575081826,676397.0917054536,486087.6831342001
350739.5645299198,710931.0616013668,510905.2441881364
368646.8190040469,747228.1649312181,536989.8669721568
387468.32918548275,785378.418554211,564406.2413816283
407250.7724417464,825476.435144469,593222.360057525
428043.20925551956,867621.657830579,623509.6870082573
449897.2048947013,911918.6068146675,655343.3348404983
472866.95729433396,958477.1385826261,688802.2510385368
497009.4314675459,1007412.7183483263,723969.4137541314
522384.50077885133,1058846.7064074862,760932.0375924258
549055.0954301655,1112906.659111348,799781.7899042723
577087.3585277796,1169726.6452065792,840615.0181213702
606550.8101173427,1229447.5783259247,883532.9886980108
637518.5195936575,1292217.5664541803,928642.1382520035
670067.2869128651,1358192.2792361716,976054.3375276142
704277.8330564285,1427535.334037658,1025887.1688351434
740235.0002192602,1500418.7017165923,1078264.2176551945
778027.9622184681,1577023.133111051,1133315.3791308124
817750.4456445256,1657538.6073015295,1191177.180207592
859500.962303328,1742164.802759284,1251993.118220664
903383.0535255872,1831111.5925491767,1315914.0167682571
949505.5469494547,1924599.5648151266,1383098.3997543985
997982.8264131926,2022860.5698389658,1453712.8845283845
1048935.115627228,2126138.2950294134,1527932.5950960042
1102488.776329097,2234688.869267137,1605941.59642728
1158776.621660704,2348781.49810468,1687933.350937812
1217938.2455450692,2468699.1313965516,1774111.1982757961
1280120.3688794246,2594739.165015199,1864688.8596045948
1345477.2034032117,2727214.1783931237,1959890.967631472
1414170.8341433778,2866452.7097202437,2059953.6236969754
1486371.6213854353,3012800.0707189934,2165124.983306539
1562258.6231671702,3166619.2030178057,2275665.8715564297
1642020.0393427892,3328291.578246774,2391850.429980297
1725853.6783187792,3498218.144087754,2513966.796420499
1813967.4476189904,3676820.318625085,2642317.8196102926
1906579.8694955416,3864541.035462936,2777221.810239049
2003920.622864263,4061845.8422011714,2919013.330363143
2106231.11290868,4269224.054993948,3068044.0231202464
2213765.069765154,4487189.972054356,3224683.4848047257
2326789.177773921,4716284.149114597,3389320.1814668905
2445583.7368565686,4957074.740004838,3562362.4123092573
2570443.357660177,5210158.905675386,3744239.3222690537
2701677.692192071,5476164.295156545,3935401.966298172
2839612.2017571614,5755750.602128959,4136324.427979983
2984588.964102371,6049611.20096472,4347504.995257185
3136967.5217698477,6358474.8662966285,4569467.396186488
3297125.7737628985,6683107.580380147,4802762.097784815
3465460.91273596,7024314.432730299,5047967.671188162
3642390.4100328563,7382941.616744621,5305692.226508686
3828353.051016221,7759878.528263786,5576574.920948519
4023810.02325572,8156059.971274344,5861287.543910371
4229246.060273766,8572468.476223713,6160536.183036053
4445170.64368523,9010136.73669685,6475062.975304658
4672119.26671245,9470150.17049757,6805647.947533152
4910654.762209054,9953649.61148597,7153110.950843804
5161368.698486101,10461834.138847765,7518313.693895931
5424882.846402197,10995964.050812088,7902161.8799244035
5701850.721355957,11557363.990192575,8305607.452884729
5992959.204004967,12147426.229503127,8729650.958275197
6298930.243730628,12767614.123795377,9175344.024490891
6620522.649073478,13419465.739780962,9643791.970863359
6958533.969579267,14104597.670238778,10136156.548853861
7313802.4737227755,14824709.043166995,10653658.823198369
7687209.227814624,15581585.735622488,11197582.20014955
8079680.281046765,16377104.802698065,11769275.610325797
8492188.962095575,17213239.13262131,12370156.854060763
8925758.292978127,18092062.339519728,13001716.117549857
9381463.526147995,19015753.905986227,13665519.668513777
9860434.811122622,19986604.58819853,14363213.74054431
10363859.997255448,21007022.096997213,15096528.61576558
10892987.579603724,22079537.069011424,15867282.915935783
11449129.795197725,23206809.34264073,16677388.11263127
12033665.877390137,24391634.554457497,17528853.26769834
12648045.476356404,25636951.072388876,18423790.015729
13293792.254228879,26945847.28287277,19364417.80091723
13972507.663780717,28321569.250059832,20353069.381283216
14685874.92003065,29767528.7660564,21392196.61391602
15435663.174618209,31287311.812172968,22484376.535582036
16223731.903301904,32884687.452162076,23632317.75377924
17052035.517461292,34563617.17950087,24838867.164086968
17922628.211039517,36328264.74189961,26107017.010470346
18837669.054946717,38183006.46740094,27439912.30604884
19799427.351558432,40132442.11767858,28840858.63273254
20810288.262588188,42181406.295451745,30313330.339069188
21872758.724291362,44334980.434305586,31860979.156632677
22989473.664670065,46598505.40065251,33487643.256321713
24163202.538097706,48977594.739087224,35197356.767028145
25396856.193569116,51478148.5939839,36994359.78028142
26693494.093609482,54106368.34186129,38883108.86568057
28056331.90174506,56868771.97080376,40868288.123192094
29488749.457352493,59772210.24507949,42954820.799723454
30994299.157664493,62823883.69504396,45147881.49878117
32576714.767719157,66031360.474463746,47452909.01349367
34239920.68010169,69402595.1295468,49875619.8148247
35988041.647442676,72945948.32622652,52422022.22842804
37825413.011809446,76670207.58462304,55098431.33530227
39756591.45635956,80584609.07210363,57911484.6331991
41786366.305920415,84698860.5089887,60868158.49762565
43919771.40452051,89023165.24370955,63975785.48326394
46162097.599328555,93568247.55712472,67242072.50871524
48518905.86196074,98345379.25874913,70675119.96966723
50996041.07969691,103366407.64085492,74283441.82788497
53599646.55080794,108643784.85977052,78075986.72584613
56336179.21994269,114190598.81724288,82062160.17938489
59212425.69135841,120020605.61844938,86251847.90338236
62235519.059707314,126148263.68715492,90655440.32835117
65412956.60011976,132588769.62261997,95283858.36871547
68752618.36145543,139358095.88718474,100148580.50669159
72262786.70883381,146473030.41799462,105261671.25893754
75952166.86390959,153951218.26110426,110635811.09656852
79829908.4938325,161811205.33121252,116284327.89274044
83905628.40243278,170072484.40555304,122221229.97579098
88189434.3799061,178755543.46600473,128461240.86991048
92691950.27014504,187881916.50931102,135019835.80949938
97424342.31788467,197474236.95141745,141913280.11776784
102398346.86100261,207556293.75836986,149158669.54475647
107626299.43665092,218153090.44297823,156773972.6648168
113121165.37340279,229290907.07355833,164778075.43869677
118896571.94528274,240997365.4485319,173190828.05074587
124966842.16742234,253301497.59851968,182033094.13739577
131347030.31715468,266233817.78581157,191326802.52900323
138052959.26863998,279826398.1797733,201095001.63337559
145101259.7336122,294112948.3958642,211361916.59584913
152509411.50556388,309128899.0955237,222153009.3776783
160295786.80965453,324911489.8542535,233495041.90172985
168479695.86585099,341499861.51580864,245416142.422083
177081434.77829552,358935153.2615368,257945875.28213295
186122335.86966842,377260604.63559645,271115314.23419744
195624820.58537325,396521662.77907735,284957119.5024594
205612455.09874806,416766095.1389645,299505618.78036135
216110008.75520307,438044107.9314631,314796892.36332595
227143515.50022677,460408470.65347433,330868862.6279311
238740338.44360137,483914646.9510096,347761388.07944906
250929237.71994752,508620932.16909856,365516362.20098627
263740441.81389213,534588597.924314,384177817.34937143
277205722.52674603,561882044.0584533,403792033.9554524
291358473.77060896,590568958.3502219,424407655.29961914
306233794.3853108,620720484.3810048,446075808.1471971
321868575.1835761,652411397.9710332,468850229.54288554
338301590.44028324,685720292.6235061,492787400.0786917
355573594.052712,720729774.4365716,517946683.9658664
373727420.61025697,757526666.9665488,544390476.2582176
392808091.62426007,796202226.5504489,572184357.5919179
412862927.1814116,836852368.6218002,601397256.8255599
433941663.29762185,879577905.5810355,632101621.9838068
456096575.26339877,924484796.8103657,664373599.92858
479382607.2866305,971684411.453172,698293225.2033659
503857508.7542862,1021293804.6096141,733944618.5189785
529581977.4509638,1073436007.6334164,771416195.3730223
556619810.0894674,1128240333.2497714,810800885.3204311
585038060.526731,1185842696.2510507,852196362.4388732
614907206.0574629,1246385950.5656507,895705287.5605803
646301322.1979196,1310020243.5359054,941435562.8713329
679298266.3932742,1376903388.2836711,989500599.5080087
713979871.1041722,1447201255.0870569,1040019598.818336
750432146.7513311,1521088182.7389095,1093117847.9803772
788745495.0214851,1598747410.9072273,1148927030.7148783
829014933.0636759,1680371534.5697513,1207585553.861053
871340329.1318934,1766162981.6497405,1269238890.6257071
915826650.2584654,1856334515.0374591,1334039941.3569636
962584222.5724208,1951109760.242398,1402149412.737307
1011729004.9084208,2050723759.9848006,1473736216.336346
1063382876.3848051,2155423557.1018887,1548977887.5117056
1117673938.663951,2265468807.2143908,1628061025.6969247
1174736833.6445463,2381132422.6727886,1711181757.168272
1234713077.373658,2502701249.3802695,1798546221.4381428
1297751411.0066972,2630476778.170905,1890371082.4812932
1364008169.685659,2764775892.507276,1986884066.0617557
1433647670.2504601,2905931654.3518367,2088324524.4930007
1506842618.7448974,3054294130.160973,2194944030.2319603
1583774538.7278392,3210231259.05023,2307006999.779016
1664634221.4518673,3374129765.283755,2424791349.431235
1749622199.0258083,3546396117.3509264,2548589184.5151134
1838949241.7346008,3727457536.008692,2678707523.8081346
1932836880.7498524,3917763053.789551,2815469060.9456973
2031517957.527406,4117784628.602764,2959212964.701715
2135237201.2544272,4328018314.190528,3110295720.1275773
2244251835.778077,4548985490.341844,3269092012.6354976
2358832217.5209575,4781234155.915009,3435995657.2187796
2479262505.9653587,5025340287.875436,3611420575.1134653
2605841368.369113,5281909269.719207,3795801820.3234916
2738882720.4607472,5551577392.824861,3989596658.5551343
2878716504.9508595,5835013434.456762,4193285701.236501
3025689509.7904325,6132920316.333512,4407374097.4344425
3180166228.2053633,6446036847.874644,4632392786.624832
3342529762.640094,6775139558.44885,4868899815.423098
3513182774.852127,7121044623.167736,5117481721.540489
3692548484.51366,7484609887.001075,5378754988.398294
3881071718.796875,7866736992.233334,5653367574.00745
4079220015.5458493,8268373614.537611,5942000517.905183
4287484782.770965,8690515813.212427,6245369630.133862
4506382517.341354,9134210501.409966,6564227266.450752
4736456085.897746,9600558042.481918,6899364194.171185
4978276071.162375,10090714978.88192,7251611553.272431
5232442186.984815,10605896900.392183,7621842917.621833
5499584765.633028,11147381458.787601,8010976461.441023
5780366321.018136,11716511536.413666,8419977236.379087
6075483191.729711,12314698576.53627,8849859564.841791
6385667267.956289,12943426083.722675,9301689555.512348
6711687806.5739155,13604253302.9346,9776587747.302216
7054353338.9041,14298819086.457565,10275731888.288916
7414513675.872456,15028845958.256498,10800359856.532675
7793062015.540796,15796144385.83721,11351772730.01546
8190937158.239387,16602617270.207945,11931338013.315928
8609125834.792875,17450264665.076145,12540493029.02239
9048665153.613905,18341188736.983994,13180748482.294535
9510645172.733204,19277598978.683945,13853692207.41401
9996211603.144793,20261817688.683346,14560993105.61532
10506568650.170597,21296285730.5475,15304405283.96287
11042981999.891087,22383568586.24419,16085772405.538542
11606781958.048235,23526362718.54198,16907032261.728342
12199366749.205347,24727502258.2411,17770221577.94731
12822205984.345623,25989966032.821163,18677481064.720974
13476844305.509142,27316884953.936832,19631060726.64998
14164905216.506935,28711549782.082462,20633325442.42416
14888095109.212376,30177419287.681976,21686760829.724487
15648207495.415031,31718128828.843647,22793979409.55787
16447127454.732033,33337499367.05248,23957727085.312317
17286836309.607742,35039546943.15922,25180889952.600628
18169416538.995777,36828492637.16644,26466501456.780884
19097056942.909264,38708773036.511925,27817749915.904556
20072058070.647472,40685051238.81073,29237986427.74903
21096837926.160786,42762228416.34285,30730733180.544075
22173937964.70337,44945455970.966225,32299692188.002792
23306029395.645206,47240148309.59945,33948754470.32004
24495919807.074497,49651996271.95737,35682009703.90709
25746560128.61943,52186981243.840256,37503756363.79398
27061051949.757164,54851389990.97772,39418512383.85268
28442655211.759396,57651830250.2151,41431026361.27841
29894796292.350563,60595247116.70874,43546289333.116356
31421076503.128666,63688940267.77011,45769547154.03939
33025281020.822292,66940582066.07422,48106313506.073906
34711388274.53339,70358236587.1281,50562383572.53775
36483579812.24609,73950379618.18767,53143848410.10172
38346250671.070755,77725919678.22011,55857110054.61729
40304020276.94113,81694220111.04137,58708897398.1731
42361743900.79616,85865122306.42006,61706282876.75536
44524524699.65763,90248970106.73561,64856700009.897385
46797726372.465675,94856635459.71971,68167961835.81683
49186986462.05847,99699545380.89937,71648280287.7598
51698230336.28509,104789710292.60915,75306286559.60492
54337685882.92487,110139753809.85262,79151052511.23442
57111898954.85641,115762944046.8826,83192113166.75739
60027749603.78047,121673226522.14012,87439490361.3808
63092469142.75635,127885258743.15674,91903717595.5727
66313658079.86679,134414446557.19048,96595866158.15582
69699304967.48708,141276982357.7453,101527572583.11703
73257806213.90431,148489885241.72617,106711067508.22528
76997986906.41992,156071043216.81946,112159206007.02783
80929122697.57664,164039257563.77325,117885499469.44781
85060962808.78775,172414289463.59576,123904149110.04721
89403754208.41777,181216909005.30768,130230081187.05583
93968267024.276,190468946695.78748,136878984019.50934
98765821253.54643,200193347599.4543,143867346894.299
103808314836.39398,210414228242.055,151212500959.62277
109108253162.87029,221156936419.67615,158932662206.25327
114678780086.2957,232448114061.30884,167046976643.2164
120533710520.03127,244315763300.86377,175575567779.9165
126687564698.48004,256789315922.49646,184539586532.46338
133155604187.28566,269899706351.46698,193961263677.96936
139953869732.03314,283679448371.551,203863964986.90277
147099221039.31705,298162715759.26227,214272249170.22635
154609378588.83362,313385427034.85846,225211928785.02963
162502967580.19144,329385334540.3142,236710134249.70084
170799564123.42865,346202118065.1737,248795381127.3967
179519743787.78876,363877483252.47577,261497640844.67288
188685132629.1568,382455265028.798,274848415020.65726
198318460822.70374,401981536314.92633,288880813591.10254
208443619033.7474,422504722286.7535,303629636921.06616
219085717666.63104,444075720469.7719,319131462109.85693
230271149138.55557,466748026964.998,335424733702.2843
242027653332.80582,490577869119.36487,352549859031.1753
254384386393.6934,515624344969.6104,370549308427.60767
267371993033.82956,541949569805.4776,389467720547.3809
281022682533.0484,569618830215.7065,409352013074.936
295370308617.4591,598700745998.8523,430251499079.2677
310450453416.72675,629267440340.4661,452218009310.39453
326300515707.7961,661394718678.6805,475306020739.67993
342959803663.90216,695162256701.7869,499572791662.7857
360469632338.887,730653797944.0354,525078503700.31287
378873426128.5819,767957361469.6992,551886411048.2922
398216826463.36005,807165460160.4587,580062997348.6652
418547804998.9383,848375330147.457,609678140568.7946
439916782586.14,891689171957.0205,640805286298.906
462376754314.66473,937214403968.0844,673521629897.2391
485983420940.97314,985063928809.9005,707908307934.6268
510795327026.2294,1035356413360.6909,744050599413.2874
536874006126.8816,1088216583041.6462,782038137258.8505
564284133397.9551,1143775531136.1184,821965130610.1188
593093685987.5132,1202171043901.117,863930598457.8444
623374111620.0645,1263547942277.3916,908038615211.9418
655200505787.0048,1328058441045.5352,954398568806.1488
688651797983.5243,1395862526318.8196,1003125431980.2308
723810947453.8492,1467128352308.9465,1054340047412.5121
760765148930.2651,1542032658348.6917,1108169427409.86
799606048876.157,1620761207205.658,1164747068898.3582
840429972769.346,1703509245774.161,1224213284495.8389
883338163989.389,1790481989287.7554,1286715550487.343
928437034901.28,1881895130253.259,1352408872566.4805
975838430758.24,1977975373368.424,1421456170249.734
1025659907078.0782,2078960997749.8552,1494028680917.0532
1078025021181.0156,2185102447865.5027,1570306384480.759
1133063638611.9844,2296662954637.2373,1650478449735.939
1190912255207.3337,2413919188253.8477,1734743703499.2837
1251714335604.6648,2537161944313.438,1823311123699.8267
1315620669035.3027,2666696864996.8535,1916400357644.4558
1382789743281.7676,2802845197060.6514,2014242266743.4946
1453388137727.6638,2945944588529.437,2117079499047.273
1527590936474.7466,3096349926063.365,2225167091013.5786
1605582162551.7043,3254434215077.475,2338773099998.3735
1687555234291.4846,3420589504795.5625,2458179269038.357
1773713445008.9907,3595227860532.7207,2583681725574.0254
1864270467168.7422,3778782385617.8037,2715591715846.079
1959450882292.8398,3971708295490.1997,2854236376786.4653
2059490737923.4065,4174484046634.658,2999959547318.3564
2164638133020.7705,4387612523153.9346,3153122621077.088
2275153833249.181,4611622283921.967,3314105442666.7993
2391311917675.964,4847068873410.501,3483307249675.505
2513400458487.9326,5094536199440.043,3661147662784.781
2641722235410.753,5354637981271.943,3848067726429.554
2776595486603.0205,5628019271632.892,4044531002588.8228
2918354697887.271,5915358056446.438,4251024720419.9126
3067351432275.2144,6217366936238.8955,4468060984587.363
3223955201844.4224,6534794893389.478,4696178045283.1
3388554384128.7163,6868429149607.487,4935941633087.551
3561557185294.91,7219097118243.095,5187946361982.154
3743392652494.5894,7587668456273.419,5452817203992.733
3934511737901.552,7975057221052.857,5731211039120.862
4135388417073.734,8382224137176.412,6023818284407.049
4346520864413.1543,8810178979077.818,6331364606165.807
4568432688639.021,9259983075271.338,6654612719638.979
4801674231337.976,9732751940447.725,6994364280530.436
5046823931811.876,10229658041951.986,7351461873113.176
5304489761607.953,10751933707503.78,7726791099839.3125
5575310732288.964,11300874181371.615,8121282777635.207
5859958480182.625,11877840836580.18,8535915246328.544
6159138932040.503,12484264551117.04,8971716794932.266
6473594055737.186,13121649256511.752,9429768211802.54
6804103700351.497,13791575667587.832,9911205464995.156
7151487530193.13,14495705202637.39,10417222519467.66
7516607057571.108,15235784103740.457,10949074298113.848
7900367779345.331,16013647767447.408,11508079793974.035
8303721422559.851,16831225296564.586,12095625341339.357
8727668304727.078,17690544284331.54,12713168053862.447
9173259814616.393,18593735842854.652,13362239438201.025
9641601019699.531,19543039888267.695,14044449192156.213
10133853406719.227,20540810695726.484,14761489196724.994
10651237762177.71,21589522738014.06,15515137711967.082
11195037199888.678,22691776822236.094,16307263787091.975
11766600343101.057,23850306539825.62,17139831895703.205
12367344669086.273,25067985045853.004,18014906807695.195
12998760024483.559,26347832184453.918,18934658709885.062
13662412320121.37,27693021978046.38,19901368588078.457
14359947414478.107,29106890498910.082,20917433883917.086
